play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens,sentiment_score
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,7,"Like Almain rutters with their horsemen?s staves,",,,,"['Like', 'Almain', 'rutters', 'horsemen', '\x99s', 'staves']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,8,"Or Lapland giants, trotting by our sides;",,,,"['Lapland', 'giants', 'trotting', 'sides']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,9,"Sometimes like women, or unwedded maids,",,,,"['Sometimes', 'like', 'women', 'unwedded', 'maids']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,10,Shadowing more beauty in their airy brows,,,,"['Shadowing', 'beauty', 'airy', 'brows']",0.624
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,11,Than have the white breasts of the queen of love:,,,,"['white', 'breasts', 'queen', 'love']",0.6369
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,12,"From Venice shall they drag huge argosies,",,,,"['Venice', 'shall', 'drag', 'huge', 'argosies']",0.1027
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,13,And from America the golden fleece,,,,"['America', 'golden', 'fleece']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,14,That yearly stuffs old Philip?s treasury;,,,,"['yearly', 'stuffs', 'old', 'Philip', '\x99s', 'treasury']",0.2023
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,15,If learned Faustus will be resolute.,,,,"['learned', 'Faustus', 'resolute']",0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Valdes, as resolute am I in this",,,,"['Valdes', 'resolute']",0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,As thou to live:  therefore object it not.,,,,"['live', 'therefore', 'object']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,1,The miracles that magic will perform,,,,"['miracles', 'magic', 'perform']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,2,Will make thee vow to study nothing else.,,,,"['make', 'vow', 'study', 'nothing', 'else']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,3,"He that is grounded in astrology,",,,,"['grounded', 'astrology']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,4,"Enrich?d with tongues, well seen in minerals,",,,,"['Enrich', '\x99d', 'tongues', 'well', 'seen', 'minerals']",0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,5,Hath all the principles magic doth require:,,,,"['principles', 'magic', 'doth', 'require']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,6,"Then doubt not, Faustus, but to be renowm?d,",,,,"['doubt', 'Faustus', 'renowm', '\x99d']",-0.1901
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,7,And more frequented for this mystery,,,,"['frequented', 'mystery']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,8,Than heretofore the Delphian oracle.,,,,"['heretofore', 'Delphian', 'oracle']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,9,"The spirits tell me they can dry the sea,",,,,"['spirits', 'tell', 'dry', 'sea']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,10,"And fetch the treasure of all foreign wrecks,",,,,"['fetch', 'treasure', 'foreign', 'wrecks']",0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,11,"Ay, all the wealth that our forefathers hid",,,,"['Ay', 'wealth', 'forefathers', 'hid']",0.4215
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,12,Within the massy entrails of the earth:,,,,"['Within', 'massy', 'entrails', 'earth']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,13,"Then tell me, Faustus, what shall we three want?",,,,"['tell', 'Faustus', 'shall', 'three', 'want']",0.0772
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nothing, Cornelius.  O, this cheers my soul!",,,,"['Nothing', 'Cornelius', 'cheers', 'soul']",0.6016
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Come, shew me some demonstrations magical,",,,,"['Come', 'shew', 'demonstrations', 'magical']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"That I may conjure in some lusty grove,",,,,"['may', 'conjure', 'lusty', 'grove']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,And have these joys in full possession.,,,,"['joys', 'full', 'possession']",0.4939
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,1,"Then haste thee to some solitary grove,",,,,"['haste', 'solitary', 'grove']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,2,"And bear wise Bacon?s and Albertus??works,",,,,"['bear', 'wise', 'Bacon', '\x99s', 'Albertus', 'works']",0.5632
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,3,"The Hebrew Psalter, and New Testament;",,,,"['Hebrew', 'Psalter', 'New', 'Testament']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,4,And whatsoever else is requisite,,,,"['whatsoever', 'else', 'requisite']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,5,We will inform thee ere our conference cease.,,,,"['inform', 'conference', 'cease']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,1,"Valdes, first let him know the words of art;",,,,"['Valdes', 'first', 'let', 'know', 'words']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,2,"And then, all other ceremonies learn?d,",,,,"['ceremonies', 'learn', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CORNELIUS,none,none,3,Faustus may try his cunning by himself.,,,,"['Faustus', 'may', 'try', 'cunning']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,1,"First I?ll instruct thee in the rudiments,",,,,"['First', '\x99ll', 'instruct', 'rudiments']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VALDES,none,none,2,And then wilt thou be perfecter than I.,,,,"['wilt', 'perfecter']",0.4215
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Then come and dine with me, and, after meat,",,,,"['come', 'dine', 'meat']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,We?ll canvass every quiddity thereof;,,,,"['\x99ll', 'canvass', 'every', 'quiddity', 'thereof']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"For, ere I sleep, I?ll try what I can do:",,,,"['sleep', '\x99ll', 'try']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"This night I?ll conjure, though I die therefore.",,,,"['night', '\x99ll', 'conjure', 'though', 'die', 'therefore']",-0.5994
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"I wonder what?s become of Faustus, that was wont",,,,"['wonder', '\x99s', 'become', 'Faustus', 'wont']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,to make our schools ring with sic probo.,,,,"['make', 'schools', 'ring', 'sic', 'probo']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"That shall we know, for see, here comes his boy.",,,,"['shall', 'know', 'see', 'comes', 'boy']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"How now, sirrah! where?s thy master?",,,,"['sirrah', '\x99s', 'master']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,God in heaven knows.,,,,"['God', 'heaven', 'knows']",0.6597
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Why, dost not thou know?",,,,['know'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Yes, I know; but that follows not.",,,,"['Yes', 'know', 'follows']",0.2144
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Go to, sirrah! leave your jesting, and tell us",,,,"['Go', 'sirrah', 'leave', 'jesting', 'tell']",-0.126
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,where he is.,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"That follows not necessary by force of argument, that you,",,,,"['follows', 'necessary', 'force', 'argument']",-0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,"being licentiates, should stand upon:  therefore acknowledge",,,,"['licentiates', 'stand', 'upon', 'therefore', 'acknowledge']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,"your error, and be attentive.",,,,"['error', 'attentive']",-0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Why, didst thou not say thou knewest?",,,,"['didst', 'say', 'knewest']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,Have you any witness on?t?,,,,"['witness', '\x99t']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Yes, sirrah, I heard you.",,,,"['Yes', 'sirrah', 'heard']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,Ask my fellow if I be a thief.,,,,"['Ask', 'fellow', 'thief']",-0.5267
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Well, you will not tell us?",,,,"['Well', 'tell']",0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Yes, sir, I will tell you:  yet, if you were not dunces,",,,,"['Yes', 'sir', 'tell', 'yet', 'dunces']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,you would never ask me such a question; for is not he corpus,,,,"['would', 'never', 'ask', 'question', 'corpus']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,naturale? and is not that mobile? then wherefore should you,,,,"['naturale', 'mobile']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,4,"ask me such a question?  But that I am by nature phlegmatic,",,,,"['ask', 'question', 'nature', 'phlegmatic']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,5,"slow to wrath, and prone to lechery (to love, I would say),",,,,"['slow', 'wrath', 'prone', 'lechery', 'love', 'would', 'say']",0.6369
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,6,it were not for you to come within forty foot of the place,,,,"['come', 'within', 'forty', 'foot', 'place']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,7,"of execution, although I do not doubt to see you both hanged",,,,"['execution', 'although', 'doubt', 'see', 'hanged']",0.2755
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,8,"the next sessions.  Thus having triumphed over you, I will set",,,,"['next', 'sessions', 'Thus', 'triumphed', 'set']",0.4939
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,9,"my countenance like a precisian, and begin to speak thus:",,,,"['countenance', 'like', 'precisian', 'begin', 'speak', 'thus']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,10,"Truly, my dear brethren, my master is within at dinner,",,,,"['Truly', 'dear', 'brethren', 'master', 'within', 'dinner']",0.6705
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,11,"with Valdes and Cornelius, as this wine, if it could speak,",,,,"['Valdes', 'Cornelius', 'wine', 'could', 'speak']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,12,"would inform your worships:  and so, the Lord bless you,",,,,"['would', 'inform', 'worships', 'Lord', 'bless']",0.6369
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,13,"preserve you, and keep you, my dear brethren, my dear brethren!",,,,"['preserve', 'keep', 'dear', 'brethren', 'dear', 'brethren']",0.6696
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Nay, then, I fear he is fallen into that damned art",,,,"['Nay', 'fear', 'fallen', 'damned']",-0.8074
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,for which they two are infamous through the world.,,,,"['two', 'infamous', 'world']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Were he a stranger, and not allied to me, yet should",,,,"['stranger', 'allied', 'yet']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,2,"I grieve for him. But, come, let us go and inform the Rector,",,,,"['grieve', 'come', 'let', 'go', 'inform', 'Rector']",-0.2023
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,3,and see if he by his grave counsel can reclaim him.,,,,"['see', 'grave', 'counsel', 'reclaim']",-0.3818
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"O, but I fear me nothing can reclaim him!",,,,"['fear', 'nothing', 'reclaim']",-0.68
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,Yet let us try what we can do.,,,,"['Yet', 'let', 'try']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Now that the gloomy shadow of the earth,",,,,"['gloomy', 'shadow', 'earth']",-0.1531
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Longing to view Orion?s drizzling look,",,,,"['Longing', 'view', 'Orion', '\x99s', 'drizzling', 'look']",-0.0258
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Leaps from th??antartic world unto the sky,",,,,"['Leaps', 'th', 'antartic', 'world', 'unto', 'sky']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"And dims the welkin with her pitchy breath,",,,,"['dims', 'welkin', 'pitchy', 'breath']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Faustus, begin thine incantations,",,,,"['Faustus', 'begin', 'incantations']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"And try if devils will obey thy hest,",,,,"['try', 'devils', 'obey', 'hest']",-0.5719
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,Seeing thou hast pray?d and sacrific?d to them.,,,,"['Seeing', 'pray', '\x99d', 'sacrific', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,"Within this circle is Jehovah?s name,",,,,"['Within', 'circle', 'Jehovah', '\x99s', 'name']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Forward and backward anagrammatiz?d,",,,,"['Forward', 'backward', 'anagrammatiz', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,10,"Th??abbreviated names of holy saints,",,,,"['Th', 'abbreviated', 'names', 'holy', 'saints']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,11,"Figures of every adjunct to the heavens,",,,,"['Figures', 'every', 'adjunct', 'heavens']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,12,"And characters of signs and erring stars,",,,,"['characters', 'signs', 'erring', 'stars']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,13,By which the spirits are enforc?d to rise:,,,,"['spirits', 'enforc', '\x99d', 'rise']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,14,"Then fear not, Faustus, but be resolute,",,,,"['fear', 'Faustus', 'resolute']",0.1406
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,15,And try the uttermost magic can perform.,,,,"['try', 'uttermost', 'magic', 'perform']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,16,Sint mihi dei Acherontis propitii!  Valeat numen triplex Jehovoe!,,,,"['Sint', 'mihi', 'dei', 'Acherontis', 'propitii', 'Valeat', 'numen', 'triplex', 'Jehovoe']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,17,"Ignei, aerii, aquatani spiritus, salvete!  Orientis princeps",,,,"['Ignei', 'aerii', 'aquatani', 'spiritus', 'salvete', 'Orientis', 'princeps']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,18,"Belzebub, inferni ardentis monarcha, et Demogorgon, propitiamus",,,,"['Belzebub', 'inferni', 'ardentis', 'monarcha', 'et', 'Demogorgon', 'propitiamus']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,19,"vos, ut appareat et surgat Mephistophilis, quod tumeraris:",,,,"['vos', 'ut', 'appareat', 'et', 'surgat', 'Mephistophilis', 'quod', 'tumeraris']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,20,"per Jehovam, Gehennam, et consecratam aquam quam nunc spargo,",,,,"['per', 'Jehovam', 'Gehennam', 'et', 'consecratam', 'aquam', 'quam', 'nunc', 'spargo']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,21,"signumque crucis quod nunc facio, et per vota nostra, ipse nunc",,,,"['signumque', 'crucis', 'quod', 'nunc', 'facio', 'et', 'per', 'vota', 'nostra', 'ipse', 'nunc']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,22,surgat nobis dicatus Mephistophilis!,,,,"['surgat', 'nobis', 'dicatus', 'Mephistophilis']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,23,"I charge thee to return, and change thy shape;",,,,"['charge', 'return', 'change', 'shape']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,24,Thou art too ugly to attend on me:,,,,"['ugly', 'attend']",-0.5106
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,25,"Go, and return an old Franciscan friar;",,,,"['Go', 'return', 'old', 'Franciscan', 'friar']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,26,That holy shape becomes a devil best.,,,,"['holy', 'shape', 'becomes', 'devil', 'best']",-0.0516
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,27,I see there?s virtue in my heavenly words:,,,,"['see', '\x99s', 'virtue', 'heavenly', 'words']",0.7783
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,28,Who would not be proficient in this art?,,,,"['would', 'proficient']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,29,"How pliant is this Mephistophilis,",,,,"['pliant', 'Mephistophilis']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,30,Full of obedience and humility!,,,,"['Full', 'obedience', 'humility']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,31,Such is the force of magic and my spells:,,,,"['force', 'magic', 'spells']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,32,"No, Faustus, thou art conjuror laureat,",,,,"['Faustus', 'conjuror', 'laureat']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,33,That canst command great Mephistophilis:,,,,"['canst', 'command', 'great', 'Mephistophilis']",0.6249
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,34,Quin regis Mephistophilis fratris imagine.,,,,"['Quin', 'regis', 'Mephistophilis', 'fratris', 'imagine']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Now, Faustus, what wouldst thou have me do?",,,,['Faustus'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I charge thee wait upon me whilst I live,",,,,"['charge', 'wait', 'upon', 'whilst', 'live']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"To do whatever Faustus shall command,",,,,"['whatever', 'Faustus', 'shall', 'command']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Be it to make the moon drop from her sphere,",,,,"['make', 'moon', 'drop', 'sphere']",-0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,Or the ocean to overwhelm the world.,,,,"['ocean', 'overwhelm', 'world']",-0.1779
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"I am a servant to great Lucifer,",,,,"['servant', 'great', 'Lucifer']",0.6249
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,And may not follow thee without his leave:,,,,"['may', 'follow', 'without', 'leave']",0.0382
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,No more than he commands must we perform.,,,,"['commands', 'must', 'perform']",-0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Did not he charge thee to appear to me?,,,,"['charge', 'appear']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"No, I came hither of mine own accord.",,,,"['came', 'hither', 'accord']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Did not my conjuring speeches raise thee? speak.,,,,"['conjuring', 'speeches', 'raise', 'speak']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"That was the cause, but yet per accidens;",,,,"['cause', 'yet', 'per', 'accidens']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"For, when we hear one rack the name of God,",,,,"['hear', 'one', 'rack', 'name', 'God']",0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Abjure the Scriptures and his Saviour Christ,",,,,"['Abjure', 'Scriptures', 'Saviour', 'Christ']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,"We fly, in hope to get his glorious soul;",,,,"['fly', 'hope', 'get', 'glorious', 'soul']",0.7964
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,"Nor will we come, unless he use such means",,,,"['come', 'unless', 'use', 'means']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,Whereby he is in danger to be damn?d.,,,,"['Whereby', 'danger', 'damn', '\x99d']",-0.5267
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,Therefore the shortest cut for conjuring,,,,"['Therefore', 'shortest', 'cut', 'conjuring']",-0.2732
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,"Is stoutly to abjure the Trinity,",,,,"['stoutly', 'abjure', 'Trinity']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,9,And pray devoutly to the prince of hell.,,,,"['pray', 'devoutly', 'prince', 'hell']",-0.5106
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,So Faustus hath,,,,['Faustus'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Already done; and holds this principle,",,,,"['Already', 'done', 'holds', 'principle']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,There is no chief but only Belzebub;,,,,"['chief', 'Belzebub']",-0.1531
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,To whom Faustus doth dedicate himself.,,,,"['Faustus', 'doth', 'dedicate']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"This word ?damnation??terrifies not him,",,,,"['word', '\x9cdamnation', 'terrifies']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,For he confounds hell in Elysium:,,,,"['confounds', 'hell', 'Elysium']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,His ghost be with the old philosophers!,,,,"['ghost', 'old', 'philosophers']",-0.3802
